epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,775.611,2.49419,1.31918,0.8619,0.65011,0.3884,0.47369,0.16885,2.4557,1.44917,0.86388,0.0003367,0.0003367,0.0003367
69,787.949,2.80202,1.52776,0.9638,0.6612,0.3928,0.47828,0.17487,2.4392,1.42466,0.85986,0.0003268,0.0003268,0.0003268
70,799.59,2.47586,1.29084,0.8699,0.6612,0.3928,0.47828,0.17487,2.4392,1.42466,0.85986,0.0003169,0.0003169,0.0003169
71,810.209,2.34277,1.40687,0.91399,0.6612,0.3928,0.47828,0.17487,2.4392,1.42466,0.85986,0.000307,0.000307,0.000307
72,821.692,2.59527,1.49643,0.92806,0.65896,0.39185,0.4747,0.17689,2.41951,1.42165,0.85745,0.0002971,0.0002971,0.0002971
73,832.709,2.30146,1.32173,0.90002,0.65896,0.39185,0.4747,0.17689,2.41951,1.42165,0.85745,0.0002872,0.0002872,0.0002872
74,844.767,2.55754,1.38919,0.90276,0.65896,0.39185,0.4747,0.17689,2.41951,1.42165,0.85745,0.0002773,0.0002773,0.0002773
75,856.681,2.44095,1.35012,0.89798,0.66256,0.3944,0.47751,0.17808,2.41423,1.41326,0.85756,0.0002674,0.0002674,0.0002674
76,868.299,2.64808,1.33469,0.87221,0.66256,0.3944,0.47751,0.17808,2.41423,1.41326,0.85756,0.0002575,0.0002575,0.0002575
77,880.297,2.74855,1.35763,0.85919,0.66256,0.3944,0.47751,0.17808,2.41423,1.41326,0.85756,0.0002476,0.0002476,0.0002476
78,891.04,2.6178,1.38901,0.92651,0.67005,0.3964,0.48139,0.17937,2.423,1.40102,0.85818,0.0002377,0.0002377,0.0002377
79,903.016,2.58936,1.33921,0.89391,0.67005,0.3964,0.48139,0.17937,2.423,1.40102,0.85818,0.0002278,0.0002278,0.0002278
80,914.654,2.53022,3.49793,0.92751,0.67005,0.3964,0.48139,0.17937,2.423,1.40102,0.85818,0.0002179,0.0002179,0.0002179
81,924.589,2.45266,1.35493,0.90227,0.67005,0.3964,0.48139,0.17937,2.423,1.40102,0.85818,0.000208,0.000208,0.000208
82,935.004,2.49757,1.44601,0.96659,0.67851,0.40184,0.48816,0.18046,2.43085,1.37976,0.85996,0.0001981,0.0001981,0.0001981
83,945.665,2.49957,1.34374,0.89269,0.67851,0.40184,0.48816,0.18046,2.43085,1.37976,0.85996,0.0001882,0.0001882,0.0001882
84,956.505,2.50941,1.35983,0.91666,0.67851,0.40184,0.48816,0.18046,2.43085,1.37976,0.85996,0.0001783,0.0001783,0.0001783
85,966.393,2.44435,1.41786,0.90209,0.67158,0.398,0.48376,0.17859,2.4349,1.38937,0.86125,0.0001684,0.0001684,0.0001684
86,977.031,2.55667,1.43166,0.9562,0.67158,0.398,0.48376,0.17859,2.4349,1.38937,0.86125,0.0001585,0.0001585,0.0001585
87,987.878,2.36763,1.33366,0.87658,0.67158,0.398,0.48376,0.17859,2.4349,1.38937,0.86125,0.0001486,0.0001486,0.0001486
88,998.754,2.59955,1.38112,0.90105,0.66845,0.3984,0.48231,0.17617,2.44389,1.39936,0.86224,0.0001387,0.0001387,0.0001387
89,1010.16,2.53927,1.29589,0.8685,0.66845,0.3984,0.48231,0.17617,2.44389,1.39936,0.86224,0.0001288,0.0001288,0.0001288
90,1021.88,2.56749,1.3905,0.90083,0.66845,0.3984,0.48231,0.17617,2.44389,1.39936,0.86224,0.0001189,0.0001189,0.0001189
91,1031.33,2.60469,1.93851,0.90886,0.68841,0.4044,0.49273,0.17646,2.45897,1.37346,0.86347,0.000109,0.000109,0.000109
92,1041.03,2.45998,2.73488,0.92447,0.68841,0.4044,0.49273,0.17646,2.45897,1.37346,0.86347,9.91e-05,9.91e-05,9.91e-05
93,1050.29,1.85665,30.9782,0.73586,0.68841,0.4044,0.49273,0.17646,2.45897,1.37346,0.86347,8.92e-05,8.92e-05,8.92e-05
94,1059.67,2.71237,26.529,0.96158,0.69535,0.4064,0.49496,0.17632,2.47566,1.37378,0.8644,7.93e-05,7.93e-05,7.93e-05
95,1069.24,2.40794,1.41861,0.84355,0.69535,0.4064,0.49496,0.17632,2.47566,1.37378,0.8644,6.94e-05,6.94e-05,6.94e-05
96,1078.44,2.50308,1.50551,0.96688,0.69535,0.4064,0.49496,0.17632,2.47566,1.37378,0.8644,5.95e-05,5.95e-05,5.95e-05
97,1087.87,2.45492,1.39037,0.87412,0.69535,0.4064,0.49496,0.17632,2.47566,1.37378,0.8644,4.96e-05,4.96e-05,4.96e-05
98,1097.32,2.55327,1.62389,0.8569,0.6909,0.4056,0.49296,0.17592,2.46146,1.41086,0.86317,3.97e-05,3.97e-05,3.97e-05
99,1106.62,2.1796,1.74731,0.886,0.6909,0.4056,0.49296,0.17592,2.46146,1.41086,0.86317,2.98e-05,2.98e-05,2.98e-05
100,1115.8,2.7464,11.4972,0.88623,0.6909,0.4056,0.49296,0.17592,2.46146,1.41086,0.86317,1.99e-05,1.99e-05,1.99e-05
