epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,6997.21,2.22382,1.12849,0.82735,0.81826,0.50133,0.62347,0.32438,1.92276,1.05636,0.79173,7.228e-05,7.228e-05,7.228e-05
72,7093.88,2.18395,1.13001,0.83104,0.81851,0.5009,0.62378,0.32559,1.92244,1.05398,0.79262,7.1884e-05,7.1884e-05,7.1884e-05
73,7187.15,2.17729,1.13971,0.8276,0.81762,0.49975,0.62305,0.32675,1.90566,1.05742,0.79081,7.1488e-05,7.1488e-05,7.1488e-05
74,7280.45,2.12637,1.14243,0.84,0.81485,0.49924,0.62199,0.32798,1.88946,1.06145,0.79056,7.1092e-05,7.1092e-05,7.1092e-05
75,7379.31,2.13421,1.09548,0.81567,0.81488,0.50008,0.62219,0.32888,1.88421,1.05938,0.7904,7.0696e-05,7.0696e-05,7.0696e-05
76,7487,2.09026,1.11231,0.82293,0.81548,0.50127,0.62193,0.32724,1.88814,1.06093,0.7909,7.03e-05,7.03e-05,7.03e-05
77,7584.63,2.13178,1.1095,0.81976,0.81601,0.50135,0.6224,0.32586,1.89633,1.06199,0.79083,6.9904e-05,6.9904e-05,6.9904e-05
78,7685.37,2.13979,1.12689,0.8271,0.81434,0.50054,0.62183,0.32558,1.89381,1.06186,0.79125,6.9508e-05,6.9508e-05,6.9508e-05
79,7785.59,2.08034,1.12128,0.83587,0.81274,0.49799,0.62087,0.32633,1.88449,1.06473,0.79099,6.9112e-05,6.9112e-05,6.9112e-05
80,7890.43,2.08573,1.10632,0.83643,0.81421,0.49873,0.62201,0.32712,1.88045,1.06653,0.7909,6.8716e-05,6.8716e-05,6.8716e-05
81,7985.62,2.04202,1.10806,0.83607,0.81458,0.49828,0.62183,0.32735,1.87589,1.06836,0.79042,6.832e-05,6.832e-05,6.832e-05
82,8083.27,2.0359,1.08772,0.8271,0.81238,0.49805,0.62018,0.32732,1.873,1.06752,0.79016,6.7924e-05,6.7924e-05,6.7924e-05
83,8185.02,2.13062,1.15034,0.82942,0.81268,0.49828,0.61932,0.32782,1.86881,1.06864,0.78935,6.7528e-05,6.7528e-05,6.7528e-05
84,8287.08,2.22158,1.13743,0.83287,0.81552,0.49958,0.62096,0.3288,1.87521,1.0617,0.78991,6.7132e-05,6.7132e-05,6.7132e-05
85,8387.61,2.1009,1.11251,0.82129,0.81719,0.49986,0.62202,0.32926,1.87785,1.06101,0.78984,6.6736e-05,6.6736e-05,6.6736e-05
86,8489.46,2.15706,1.11418,0.82389,0.81826,0.5002,0.62236,0.32889,1.88861,1.05942,0.79087,6.634e-05,6.634e-05,6.634e-05
87,8594.4,2.18862,1.1199,0.8285,0.82091,0.50057,0.62372,0.32839,1.90104,1.057,0.79204,6.5944e-05,6.5944e-05,6.5944e-05
88,8691.54,2.04995,1.10509,0.83256,0.8197,0.49946,0.62252,0.3286,1.89505,1.05703,0.79197,6.5548e-05,6.5548e-05,6.5548e-05
89,8787.9,2.15022,1.10671,0.82452,0.81841,0.4976,0.62029,0.32856,1.88143,1.06231,0.79143,6.5152e-05,6.5152e-05,6.5152e-05
90,8896.89,2.27916,1.14268,0.81403,0.81649,0.49918,0.6205,0.32992,1.87004,1.06055,0.79034,6.4756e-05,6.4756e-05,6.4756e-05
91,8997.56,2.15558,1.14295,0.82833,0.81606,0.49726,0.61896,0.32819,1.87327,1.0619,0.79106,6.436e-05,6.436e-05,6.436e-05
92,9101.42,2.12881,1.11428,0.82379,0.81715,0.49794,0.62042,0.32892,1.87499,1.06286,0.791,6.3964e-05,6.3964e-05,6.3964e-05
93,9204.48,2.10036,1.12003,0.8276,0.82312,0.50229,0.6252,0.32887,1.90472,1.05506,0.79267,6.3568e-05,6.3568e-05,6.3568e-05
94,9308.15,2.17165,1.16298,0.83946,0.8222,0.50218,0.62477,0.32713,1.91703,1.05308,0.79314,6.3172e-05,6.3172e-05,6.3172e-05
95,9412.61,2.12169,1.12948,0.82248,0.81947,0.50054,0.62349,0.32849,1.90127,1.05659,0.79187,6.2776e-05,6.2776e-05,6.2776e-05
96,9508.85,2.12079,1.12272,0.82902,0.8168,0.49782,0.62063,0.32818,1.88161,1.0623,0.79064,6.238e-05,6.238e-05,6.238e-05
97,9621.04,2.02292,1.11608,0.83758,0.81565,0.49788,0.62038,0.32807,1.87846,1.06412,0.79081,6.1984e-05,6.1984e-05,6.1984e-05
98,9743.01,2.20638,1.14886,0.828,0.81792,0.50045,0.62312,0.32765,1.88491,1.06261,0.79088,6.1588e-05,6.1588e-05,6.1588e-05
99,9852.51,2.08044,1.08459,0.82651,0.81923,0.50003,0.62389,0.32753,1.89196,1.06246,0.79173,6.1192e-05,6.1192e-05,6.1192e-05
100,9954.45,2.11093,1.11388,0.83635,0.81924,0.49941,0.62333,0.3283,1.88683,1.06193,0.79209,6.0796e-05,6.0796e-05,6.0796e-05
101,10058.4,2.14909,1.1415,0.83748,0.8166,0.49946,0.62192,0.32905,1.87632,1.06199,0.79084,6.04e-05,6.04e-05,6.04e-05
102,10153,2.14682,1.16771,0.82987,0.81543,0.49811,0.62029,0.32792,1.87281,1.06378,0.79067,6.0004e-05,6.0004e-05,6.0004e-05
103,10262.5,2.18934,1.12878,0.81471,0.81706,0.49907,0.62193,0.32926,1.87308,1.06228,0.79042,5.9608e-05,5.9608e-05,5.9608e-05
104,10398.3,2.20824,1.15581,0.82286,0.8198,0.50014,0.62244,0.32858,1.88569,1.05775,0.79169,5.9212e-05,5.9212e-05,5.9212e-05
105,10497.6,2.04064,1.10175,0.8289,0.81853,0.49945,0.6219,0.32869,1.87964,1.06075,0.79068,5.8816e-05,5.8816e-05,5.8816e-05
106,10604.4,2.15816,1.10144,0.80605,0.81534,0.49901,0.62087,0.32893,1.86668,1.06404,0.78981,5.842e-05,5.842e-05,5.842e-05
107,10706.3,2.16681,1.14766,0.83234,0.81405,0.49709,0.619,0.32729,1.87268,1.06482,0.79057,5.8024e-05,5.8024e-05,5.8024e-05
108,10802.3,2.08664,1.11885,0.8298,0.81388,0.49715,0.61897,0.32727,1.87328,1.06473,0.79088,5.7628e-05,5.7628e-05,5.7628e-05
109,10897.7,2.09715,1.10731,0.83887,0.81753,0.49887,0.62157,0.32803,1.88071,1.06287,0.79146,5.7232e-05,5.7232e-05,5.7232e-05
110,11000.2,2.05587,1.10829,0.83598,0.81753,0.50025,0.62269,0.3277,1.88823,1.06085,0.79205,5.6836e-05,5.6836e-05,5.6836e-05
111,11091.6,2.03424,1.09831,0.82083,0.81925,0.49981,0.62276,0.32772,1.8921,1.0594,0.79162,5.644e-05,5.644e-05,5.644e-05
112,11189.1,2.13319,1.08584,0.813,0.82122,0.50188,0.6247,0.32865,1.89453,1.05602,0.79187,5.6044e-05,5.6044e-05,5.6044e-05
113,11285.4,2.11802,1.09859,0.81288,0.81962,0.50134,0.62518,0.32942,1.89995,1.05481,0.79141,5.5648e-05,5.5648e-05,5.5648e-05
114,11382.2,2.09132,1.10486,0.82319,0.81851,0.5014,0.62466,0.32959,1.89301,1.056,0.79067,5.5252e-05,5.5252e-05,5.5252e-05
115,11479.1,2.11313,1.11552,0.83087,0.81869,0.49998,0.62336,0.32932,1.88728,1.05738,0.7904,5.4856e-05,5.4856e-05,5.4856e-05
116,11575.8,2.14702,1.09962,0.81251,0.8187,0.5002,0.62344,0.32865,1.88125,1.0589,0.79018,5.446e-05,5.446e-05,5.446e-05
117,11678.5,2.22659,1.14003,0.83048,0.81749,0.50027,0.62298,0.32796,1.88281,1.05852,0.79049,5.4064e-05,5.4064e-05,5.4064e-05
118,11777.2,2.12732,1.11199,0.83184,0.82029,0.50014,0.6226,0.32773,1.88547,1.05616,0.79141,5.3668e-05,5.3668e-05,5.3668e-05
119,11875.6,2.08238,1.07798,0.81807,0.81895,0.50036,0.62339,0.32835,1.88251,1.05795,0.79174,5.3272e-05,5.3272e-05,5.3272e-05
